function	SM001	SM002	SM003	SM004	SM005	SM006	SM007	SM008	SM009	SM010	SM011	SM012	SM013	SM014	SM015	SM016	SM017	SM018	SM019	SM020	SM021	SM022	SM023	SM024	SM025	SM026	SM027	SM028	SM029	SM030	SM031	SM032	SM033	SM034	SM035	SM036	SM037	SM038	SM039	SM040	SM041	SM042	SM043	SM044	SM045	SM046	SM047	SM048	SM049	SM050	SM051	SM052	SM053	SM054	SM055	SM056	SM057	SM059	SM060	SM061	SM062	SM063	SM064	SM065	SM066	SM067	SM068	SM069	SM070	SM071	SM072	SM073	SM074	SM075	SM076	SM077	SM078	SM079	SM080	SM081	SM082	SM083	SM084	SM085	SM086	SM087	SM088	SM089	SM090	SM091	SM092	SM093
RXN-9526	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.8	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.8	0.0	0.0	0.0	1.8	0.0	22.8	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	10.0	0.0	0.0	45.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21197.6	0.0	0.0	0.0	0.4	0.0	0.0	4.0	0.0	0.0	4.4	409.6	834.0	3.0	0.0	221.4	7.800000000000001	22.4	1.2	2.4	0.0	0.0	0.0	0.0	3.6	1.0	0.0	15.8	172.20000000000002	71.4	9.2	3.6	0.8	0.6	0.0	0.0
RXN-9527	4530.63	19099.65	14899.88	6812.92	4929.68	4923.250000000001	1255.58	15157.04	14960.83	1854.33	24582.43	1450.88	17.86	6353.080000000001	8427.76	12927.55	7212.75	6258.849999999999	13852.87	632.49	11506.76	26897.240000000005	13643.5	19276.38	14896.75	11041.41	9577.67	28375.01	9661.41	465.0	145.5	18896.5	10864.509999999998	3148.04	14868.43	6714.41	10326.67	16165.92	406.4	19030.59	22888.890000000003	220.22	64.0	226.74	7025.04	11789.26	39827.67	3037.0200000000004	1766.95	9147.76	7164.94	19413.75	18425.42	33132.65	6064.08	2603.33	3774.91	25138.85	9639.41	18314.49	1740.14	10799.05	8517.1	17313.9	8042.809999999999	7261.83	24117.85	44888.69	41097.13	7005.780000000001	4495.62	38965.62	43036.1	71718.7	22403.61	13855.579999999998	15222.63	7791.08	23605.3	10321.3	11806.26	15764.100000000002	11873.990000000002	11569.67	4748.25	14942.490000000002	1845.48	15979.08	50204.66	4967.820000000001	26683.56	15783.77
RXN-9528	47295.1	99958.46	62612.52	65145.09	49157.72	56813.17	87392.82999999999	68929.48999999999	138044.96	87025.59	43725.27	19216.28	17945.96	80811.8	82428.56999999999	59880.990000000005	68452.73	39650.7	28345.03	28805.66	79085.44	167855.69	73866.25	98585.94	105981.99	123854.56	59894.17	88183.29000000001	60929.28	130018.82	35701.0	108814.55	92866.87	85852.09	90927.83	113209.13	82861.28	53823.65000000001	78422.59	84507.76000000001	119938.2	123370.61	79290.25	174028.44	102043.46	143321.61	134494.31	108943.9	71990.98999999999	126948.87	118995.6	75325.87	59340.02	70421.6	96395.76	95607.83	44077.67	50441.7	88484.18	91689.08	130350.34	128339.33	154674.12	110177.73	117771.06	52941.65	119757.75	193189.99	222319.01	149173.05	64541.25	218922.0	180456.76	126592.84	143146.9	117777.9	86587.87	101886.0	111126.29	84817.55	111991.44	183453.8	125182.57	88185.85	85289.6	167551.34000000003	147824.0	111123.42	127062.89	96586.74	85592.14	91038.15
RXN-9530	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.8	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.8	0.0	0.0	0.0	1.8	0.0	22.8	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	10.0	0.0	0.0	45.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21197.6	0.0	0.0	0.0	0.4	0.0	0.0	4.0	0.0	0.0	4.4	409.6	834.0	3.0	0.0	221.4	7.800000000000001	22.4	1.2	2.4	0.0	0.0	0.0	0.0	3.6	1.0	0.0	15.8	172.20000000000002	71.4	9.2	3.6	0.8	0.6	0.0	0.0
RXN-9531	4530.63	19099.65	14899.88	6812.92	4929.68	4923.250000000001	1255.58	15157.04	14960.83	1854.33	24582.43	1450.88	17.86	6353.080000000001	8427.76	12927.55	7212.75	6258.849999999999	13852.87	632.49	11506.76	26897.240000000005	13643.5	19276.38	14896.75	11041.41	9577.67	28375.01	9661.41	465.0	145.5	18896.5	10864.509999999998	3148.04	14868.43	6714.41	10326.67	16165.92	406.4	19030.59	22888.890000000003	220.22	64.0	226.74	7025.04	11789.26	39827.67	3037.0200000000004	1766.95	9147.76	7164.94	19413.75	18425.42	33132.65	6064.08	2603.33	3774.91	25138.85	9639.41	18314.49	1740.14	10799.05	8517.1	17313.9	8042.809999999999	7261.83	24117.85	44888.69	41097.13	7005.780000000001	4495.62	38965.62	43036.1	71718.7	22403.61	13855.579999999998	15222.63	7791.08	23605.3	10321.3	11806.26	15764.100000000002	11873.990000000002	11569.67	4748.25	14942.490000000002	1845.48	15979.08	50204.66	4967.820000000001	26683.56	15783.77
RXN-9532	47295.1	99958.46	62612.52	65145.09	49157.72	56813.17	87392.82999999999	68929.48999999999	138044.96	87025.59	43725.27	19216.28	17945.96	80811.8	82428.56999999999	59880.990000000005	68452.73	39650.7	28345.03	28805.66	79085.44	167855.69	73866.25	98585.94	105981.99	123854.56	59894.17	88183.29000000001	60929.28	130018.82	35701.0	108814.55	92866.87	85852.09	90927.83	113209.13	82861.28	53823.65000000001	78422.59	84507.76000000001	119938.2	123370.61	79290.25	174028.44	102043.46	143321.61	134494.31	108943.9	71990.98999999999	126948.87	118995.6	75325.87	59340.02	70421.6	96395.76	95607.83	44077.67	50441.7	88484.18	91689.08	130350.34	128339.33	154674.12	110177.73	117771.06	52941.65	119757.75	193189.99	222319.01	149173.05	64541.25	218922.0	180456.76	126592.84	143146.9	117777.9	86587.87	101886.0	111126.29	84817.55	111991.44	183453.8	125182.57	88185.85	85289.6	167551.34000000003	147824.0	111123.42	127062.89	96586.74	85592.14	91038.15
RXN-9533	24505.62	44454.91	22521.5	37094.44	36070.04	48931.4	46346.07	21815.08	109241.71	85569.91	16563.59	13792.87	9147.46	50008.89	66700.69	31657.7	39767.84	34144.700000000004	27748.74	20425.48	46866.62	100543.39	31810.5	83434.93999999999	69339.73999999999	85410.14	29867.77	49986.09	37573.61	129466.66	24681.0	99753.35	80721.53	57805.52	62687.53999999999	68192.29000000001	50182.0	35611.2	46570.32	58423.75	85031.91	112083.04	73943.25	170761.24	86009.98999999999	103346.27	81080.37000000001	69303.11	31497.88	62663.45	96345.5	70026.04000000001	36618.7	34928.350000000006	62835.85	79740.43000000001	54905.48	50279.7	66621.4	29383.97	127315.35	88890.5	123420.56	109304.3	96829.34	46168.58	137050.86	71021.12	56454.55	103796.27	47133.8	55439.48	180351.66	163968.93	124832.63	53072.630000000005	69362.11	62765.83	57026.26	45876.17	44954.65	138854.97	50707.21000000001	66423.48	55443.05	30498.49	85064.37	79981.06999999999	67553.36000000002	62660.52	69504.39	71440.46
RXN-9534	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.8	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.8	0.0	0.0	0.0	1.8	0.0	22.8	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	10.0	0.0	0.0	45.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21197.6	0.0	0.0	0.0	0.4	0.0	0.0	4.0	0.0	0.0	4.4	409.6	834.0	3.0	0.0	221.4	7.800000000000001	22.4	1.2	2.4	0.0	0.0	0.0	0.0	3.6	1.0	0.0	15.8	172.20000000000002	71.4	9.2	3.6	0.8	0.6	0.0	0.0
RXN-9535	4530.63	19099.65	14899.88	6812.92	4929.68	4923.250000000001	1255.58	15157.04	14960.83	1854.33	24582.43	1450.88	17.86	6353.080000000001	8427.76	12927.55	7212.75	6258.849999999999	13852.87	632.49	11506.76	26897.240000000005	13643.5	19276.38	14896.75	11041.41	9577.67	28375.01	9661.41	465.0	145.5	18896.5	10864.509999999998	3148.04	14868.43	6714.41	10326.67	16165.92	406.4	19030.59	22888.890000000003	220.22	64.0	226.74	7025.04	11789.26	39827.67	3037.0200000000004	1766.95	9147.76	7164.94	19413.75	18425.42	33132.65	6064.08	2603.33	3774.91	25138.85	9639.41	18314.49	1740.14	10799.05	8517.1	17313.9	8042.809999999999	7261.83	24117.85	44888.69	41097.13	7005.780000000001	4495.62	38965.62	43036.1	71718.7	22403.61	13855.579999999998	15222.63	7791.08	23605.3	10321.3	11806.26	15764.100000000002	11873.990000000002	11569.67	4748.25	14942.490000000002	1845.48	15979.08	50204.66	4967.820000000001	26683.56	15783.77
RXN-9536	47295.1	99958.46	62612.52	65145.09	49157.72	56813.17	87392.82999999999	68929.48999999999	138044.96	87025.59	43725.27	19216.28	17945.96	80811.8	82428.56999999999	59880.990000000005	68452.73	39650.7	28345.03	28805.66	79085.44	167855.69	73866.25	98585.94	105981.99	123854.56	59894.17	88183.29000000001	60929.28	130018.82	35701.0	108814.55	92866.87	85852.09	90927.83	113209.13	82861.28	53823.65000000001	78422.59	84507.76000000001	119938.2	123370.61	79290.25	174028.44	102043.46	143321.61	134494.31	108943.9	71990.98999999999	126948.87	118995.6	75325.87	59340.02	70421.6	96395.76	95607.83	44077.67	50441.7	88484.18	91689.08	130350.34	128339.33	154674.12	110177.73	117771.06	52941.65	119757.75	193189.99	222319.01	149173.05	64541.25	218922.0	180456.76	126592.84	143146.9	117777.9	86587.87	101886.0	111126.29	84817.55	111991.44	183453.8	125182.57	88185.85	85289.6	167551.34000000003	147824.0	111123.42	127062.89	96586.74	85592.14	91038.15
RXN-9537	24505.62	44454.91	22521.5	37094.44	36070.04	48931.4	46346.07	21815.08	109241.71	85569.91	16563.59	13792.87	9147.46	50008.89	66700.69	31657.7	39767.84	34144.700000000004	27748.74	20425.48	46866.62	100543.39	31810.5	83434.93999999999	69339.73999999999	85410.14	29867.77	49986.09	37573.61	129466.66	24681.0	99753.35	80721.53	57805.52	62687.53999999999	68192.29000000001	50182.0	35611.2	46570.32	58423.75	85031.91	112083.04	73943.25	170761.24	86009.98999999999	103346.27	81080.37000000001	69303.11	31497.88	62663.45	96345.5	70026.04000000001	36618.7	34928.350000000006	62835.85	79740.43000000001	54905.48	50279.7	66621.4	29383.97	127315.35	88890.5	123420.56	109304.3	96829.34	46168.58	137050.86	71021.12	56454.55	103796.27	47133.8	55439.48	180351.66	163968.93	124832.63	53072.630000000005	69362.11	62765.83	57026.26	45876.17	44954.65	138854.97	50707.21000000001	66423.48	55443.05	30498.49	85064.37	79981.06999999999	67553.36000000002	62660.52	69504.39	71440.46
RXN-9538	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.8	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.8	0.0	0.0	0.0	1.8	0.0	22.8	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	10.0	0.0	0.0	45.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21197.6	0.0	0.0	0.0	0.4	0.0	0.0	4.0	0.0	0.0	4.4	409.6	834.0	3.0	0.0	221.4	7.800000000000001	22.4	1.2	2.4	0.0	0.0	0.0	0.0	3.6	1.0	0.0	15.8	172.20000000000002	71.4	9.2	3.6	0.8	0.6	0.0	0.0
RXN-9539	4530.63	19099.65	14899.88	6812.92	4929.68	4923.250000000001	1255.58	15157.04	14960.83	1854.33	24582.43	1450.88	17.86	6353.080000000001	8427.76	12927.55	7212.75	6258.849999999999	13852.87	632.49	11506.76	26897.240000000005	13643.5	19276.38	14896.75	11041.41	9577.67	28375.01	9661.41	465.0	145.5	18896.5	10864.509999999998	3148.04	14868.43	6714.41	10326.67	16165.92	406.4	19030.59	22888.890000000003	220.22	64.0	226.74	7025.04	11789.26	39827.67	3037.0200000000004	1766.95	9147.76	7164.94	19413.75	18425.42	33132.65	6064.08	2603.33	3774.91	25138.85	9639.41	18314.49	1740.14	10799.05	8517.1	17313.9	8042.809999999999	7261.83	24117.85	44888.69	41097.13	7005.780000000001	4495.62	38965.62	43036.1	71718.7	22403.61	13855.579999999998	15222.63	7791.08	23605.3	10321.3	11806.26	15764.100000000002	11873.990000000002	11569.67	4748.25	14942.490000000002	1845.48	15979.08	50204.66	4967.820000000001	26683.56	15783.77
RXN-9540	47295.1	99958.46	62612.52	65145.09	49157.72	56813.17	87392.82999999999	68929.48999999999	138044.96	87025.59	43725.27	19216.28	17945.96	80811.8	82428.56999999999	59880.990000000005	68452.73	39650.7	28345.03	28805.66	79085.44	167855.69	73866.25	98585.94	105981.99	123854.56	59894.17	88183.29000000001	60929.28	130018.82	35701.0	108814.55	92866.87	85852.09	90927.83	113209.13	82861.28	53823.65000000001	78422.59	84507.76000000001	119938.2	123370.61	79290.25	174028.44	102043.46	143321.61	134494.31	108943.9	71990.98999999999	126948.87	118995.6	75325.87	59340.02	70421.6	96395.76	95607.83	44077.67	50441.7	88484.18	91689.08	130350.34	128339.33	154674.12	110177.73	117771.06	52941.65	119757.75	193189.99	222319.01	149173.05	64541.25	218922.0	180456.76	126592.84	143146.9	117777.9	86587.87	101886.0	111126.29	84817.55	111991.44	183453.8	125182.57	88185.85	85289.6	167551.34000000003	147824.0	111123.42	127062.89	96586.74	85592.14	91038.15
RXN-9542	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.8	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.8	0.0	0.0	0.0	1.8	0.0	22.8	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	10.0	0.0	0.0	45.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21197.6	0.0	0.0	0.0	0.4	0.0	0.0	4.0	0.0	0.0	4.4	409.6	834.0	3.0	0.0	221.4	7.800000000000001	22.4	1.2	2.4	0.0	0.0	0.0	0.0	3.6	1.0	0.0	15.8	172.20000000000002	71.4	9.2	3.6	0.8	0.6	0.0	0.0
RXN-9552	47295.1	99958.46	62612.52	65145.09	49157.72	56813.17	87392.82999999999	68929.48999999999	138044.96	87025.59	43725.27	19216.28	17945.96	80811.8	82428.56999999999	59880.990000000005	68452.73	39650.7	28345.03	28805.66	79085.44	167855.69	73866.25	98585.94	105981.99	123854.56	59894.17	88183.29000000001	60929.28	130018.82	35701.0	108814.55	92866.87	85852.09	90927.83	113209.13	82861.28	53823.65000000001	78422.59	84507.76000000001	119938.2	123370.61	79290.25	174028.44	102043.46	143321.61	134494.31	108943.9	71990.98999999999	126948.87	118995.6	75325.87	59340.02	70421.6	96395.76	95607.83	44077.67	50441.7	88484.18	91689.08	130350.34	128339.33	154674.12	110177.73	117771.06	52941.65	119757.75	193189.99	222319.01	149173.05	64541.25	218922.0	180456.76	126592.84	143146.9	117777.9	86587.87	101886.0	111126.29	84817.55	111991.44	183453.8	125182.57	88185.85	85289.6	167551.34000000003	147824.0	111123.42	127062.89	96586.74	85592.14	91038.15
RXN-9556	47295.1	99958.46	62612.52	65145.09	49157.72	56813.17	87392.82999999999	68929.48999999999	138044.96	87025.59	43725.27	19216.28	17945.96	80811.8	82428.56999999999	59880.990000000005	68452.73	39650.7	28345.03	28805.66	79085.44	167855.69	73866.25	98585.94	105981.99	123854.56	59894.17	88183.29000000001	60929.28	130018.82	35701.0	108814.55	92866.87	85852.09	90927.83	113209.13	82861.28	53823.65000000001	78422.59	84507.76000000001	119938.2	123370.61	79290.25	174028.44	102043.46	143321.61	134494.31	108943.9	71990.98999999999	126948.87	118995.6	75325.87	59340.02	70421.6	96395.76	95607.83	44077.67	50441.7	88484.18	91689.08	130350.34	128339.33	154674.12	110177.73	117771.06	52941.65	119757.75	193189.99	222319.01	149173.05	64541.25	218922.0	180456.76	126592.84	143146.9	117777.9	86587.87	101886.0	111126.29	84817.55	111991.44	183453.8	125182.57	88185.85	85289.6	167551.34000000003	147824.0	111123.42	127062.89	96586.74	85592.14	91038.15
RXN-9557	24505.62	44454.91	22521.5	37094.44	36070.04	48931.4	46346.07	21815.08	109241.71	85569.91	16563.59	13792.87	9147.46	50008.89	66700.69	31657.7	39767.84	34144.700000000004	27748.74	20425.48	46866.62	100543.39	31810.5	83434.93999999999	69339.73999999999	85410.14	29867.77	49986.09	37573.61	129466.66	24681.0	99753.35	80721.53	57805.52	62687.53999999999	68192.29000000001	50182.0	35611.2	46570.32	58423.75	85031.91	112083.04	73943.25	170761.24	86009.98999999999	103346.27	81080.37000000001	69303.11	31497.88	62663.45	96345.5	70026.04000000001	36618.7	34928.350000000006	62835.85	79740.43000000001	54905.48	50279.7	66621.4	29383.97	127315.35	88890.5	123420.56	109304.3	96829.34	46168.58	137050.86	71021.12	56454.55	103796.27	47133.8	55439.48	180351.66	163968.93	124832.63	53072.630000000005	69362.11	62765.83	57026.26	45876.17	44954.65	138854.97	50707.21000000001	66423.48	55443.05	30498.49	85064.37	79981.06999999999	67553.36000000002	62660.52	69504.39	71440.46
RXN-9558	4210.31	6192.77	11209.98	15772.420000000002	9303.18	1606.05	4856.86	14603.19	2859.9	15034.91	1592.9999999999998	1361.67	235.46	21623.91	13048.23	15637.48	25159.51	5525.45	13858.87	2009.49	13596.76	54343.88	14456.5	25164.88	7931.25	35747.91	21854.75	28389.26	4808.07	83.16	749.0	91937.25	10826.97	17291.12	6002.01	8148.12	23053.01	24552.630000000005	1017.27	6443.34	14654.05	16324.23	358.5	214.12	2026.95	38647.96000000001	4231.29	36150.36	1877.95	5021.17	4897.67	17334.96	7833.1	1979.15	8677.58	6358.83	3355.85	25138.85	7451.33	19363.86	65152.4	8959.630000000001	4068.480000000001	17449.97	4419.71	3282.83	24714.85	31211.05	21241.48	6191.16	2959.92	28270.210000000003	65160.05	76402.66	54045.22	10607.18	11815.96	8498.2	10680.81	6947.629999999999	7479.639999999999	62251.33	10990.85	12642.11	5984.5	22239.09	4676.15	23296.66	22676.230000000003	22233.15	40078.98	22041.77
RXN-9592	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0	0.0	37.6	0.0	3.33	64.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.67000000000002	0.0	19.200000000000003	0.0	0.0	413.33	0.0	97.74	139.73	16567.510000000002	0.0	61.93	4.8	0.0	0.0	1.2	0.0	5.66	48.400000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0
RXN-9597	48.75	0.38	0.0	0.0	0.0	0.0	0.0	1526.35	0.0	0.0	0.0	72.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	2.0	0.88	0.0	0.0	0.0	0.0	883.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.62	2.0	11.000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2741.3900000000003	8.620000000000001	0.0	32.75	0.0	0.0	0.0	0.0	987.75	0.0	0.0	0.0	14.240000000000002	6.38	33.5	22.58	0.0	0.0	1.62	3.0	0.0	0.0	264.34	4953.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-9603	0.0	0.0	66.0	11.0	22.0	69.0	23.33	0.0	0.0	136.0	29.0	706.0	0.0	236.0	0.0	7.0	241.0	42.0	0.0	0.0	473.33	93.0	8.0	185.67	352.0	0.0	300.0	633.0	0.0	0.0	0.0	2.0	113.0	207.0	1221.34	1171.67	86.0	0.0	7.33	974.0	1309.6799999999998	0.0	0.0	0.0	6.0	427.0	771.67	35.0	237.34000000000003	454.0	315.99	93.0	212.0	247.0	92.0	397.66	23.0	0.0	1947.99	0.0	0.0	114.33	5.67	61.0	567.3299999999999	690.0	0.0	0.0	267.33	80.0	0.0	47.0	156.0	47.66	0.0	1539.67	901.33	616.6600000000001	1283.99	245.67	87.0	0.0	723.0	481.0	2708.0	0.0	37.33	387.67	181.33	9.0	0.0	769.0
RXN-9623	39134.54	59946.8	75185.37	93384.84	45208.4	29824.98	36969.07	38320.23	58007.310000000005	32560.76	82412.43000000001	5713.95	1385.86	49091.83	25398.28	60769.78999999999	71724.09	17907.65	13872.87	22375.49	105006.75	192382.34	79931.0	103033.22000000002	70149.5	88534.38	55723.8	106645.76	46780.65	2787.16	3255.5	207496.25	61482.53999999999	46063.2	88904.29000000001	43662.01	58053.380000000005	57043.59000000001	17459.879999999997	111943.2	88224.13	32886.0	9436.5	2811.24	51818.55	106438.52	140503.18	72198.86	115058.22	116242.84	32390.36	60513.67	60044.11	104060.68	216287.23	48243.05	11476.67	25138.85	68182.2	39444.740000000005	133044.84000000003	38998.76	66338.76000000001	63543.83	39088.14	103471.16	48516.11	82613.34000000001	138554.0	32219.8	20756.11	108822.86	130529.07	146974.43	107348.18	116885.83	87226.56999999999	82347.87000000001	140175.27000000002	28217.71	183525.01	124323.18	66980.22	51423.78	156946.0	213826.79	44043.22	99749.26	160583.22	51429.45	91195.53	76943.77
RXN-9624	3983.47	60.52	50.0	33.0	1.71	396.58	9.0	6766.849999999999	66.0	216.0	2.0	178.3	17.86	678.41	1629.44	97.14	123.86	202.15	13838.87	19.62	53.43	3376.88	0.0	100.72	0.0	13.29	977.54	1614.0	47.58	0.0	0.0	48.0	34.72	256.43	1.43	5.62	100.43	1275.29	2.5700000000000003	325.0	212.29	18.14	0.0	0.62	0.0	73.0	0.0	11341.0	144.86	0.0	20.14	26.29	1672.0	1.57	144.42	0.0	0.0	25138.85	0.0	11357.61	39.78	1.72	80.6	1.29	151.29	0.0	2.86	14.25	39.99	613.0	806.27	6191.54	426.0	93.64	214.82	44.58	108.85000000000002	866.7500000000001	104.56	300.71	4662.33	211.19	3346.63	68.99000000000001	0.0	6042.39	17.15	142.0	71.14	246.56	1722.72	273.86
RXN-9626	3983.47	60.52	50.0	33.0	1.71	396.58	9.0	6766.849999999999	66.0	216.0	2.0	178.3	17.86	678.41	1629.44	97.14	123.86	202.15	13838.87	19.62	53.43	3376.88	0.0	100.72	0.0	13.29	977.54	1614.0	47.58	0.0	0.0	48.0	34.72	256.43	1.43	5.62	100.43	1275.29	2.5700000000000003	325.0	212.29	18.14	0.0	0.62	0.0	73.0	0.0	11341.0	144.86	0.0	20.14	26.29	1672.0	1.57	144.42	0.0	0.0	25138.85	0.0	11357.61	39.78	1.72	80.6	1.29	151.29	0.0	2.86	14.25	39.99	613.0	806.27	6191.54	426.0	93.64	214.82	44.58	108.85000000000002	866.7500000000001	104.56	300.71	4662.33	211.19	3346.63	68.99000000000001	0.0	6042.39	17.15	142.0	71.14	246.56	1722.72	273.86
RXN-9627	3983.47	60.52	50.0	33.0	1.71	396.58	9.0	6766.849999999999	66.0	216.0	2.0	178.3	17.86	678.41	1629.44	97.14	123.86	202.15	13838.87	19.62	53.43	3376.88	0.0	100.72	0.0	13.29	977.54	1614.0	47.58	0.0	0.0	48.0	34.72	256.43	1.43	5.62	100.43	1275.29	2.5700000000000003	325.0	212.29	18.14	0.0	0.62	0.0	73.0	0.0	11341.0	144.86	0.0	20.14	26.29	1672.0	1.57	144.42	0.0	0.0	25138.85	0.0	11357.61	39.78	1.72	80.6	1.29	151.29	0.0	2.86	14.25	39.99	613.0	806.27	6191.54	426.0	93.64	214.82	44.58	108.85000000000002	866.7500000000001	104.56	300.71	4662.33	211.19	3346.63	68.99000000000001	0.0	6042.39	17.15	142.0	71.14	246.56	1722.72	273.86
RXN-9628	3983.47	60.52	50.0	33.0	1.71	396.58	9.0	6766.849999999999	66.0	216.0	2.0	178.3	17.86	678.41	1629.44	97.14	123.86	202.15	13838.87	19.62	53.43	3376.88	0.0	100.72	0.0	13.29	977.54	1614.0	47.58	0.0	0.0	48.0	34.72	256.43	1.43	5.62	100.43	1275.29	2.5700000000000003	325.0	212.29	18.14	0.0	0.62	0.0	73.0	0.0	11341.0	144.86	0.0	20.14	26.29	1672.0	1.57	144.42	0.0	0.0	25138.85	0.0	11357.61	39.78	1.72	80.6	1.29	151.29	0.0	2.86	14.25	39.99	613.0	806.27	6191.54	426.0	93.64	214.82	44.58	108.85000000000002	866.7500000000001	104.56	300.71	4662.33	211.19	3346.63	68.99000000000001	0.0	6042.39	17.15	142.0	71.14	246.56	1722.72	273.86
RXN-9629	3983.47	60.52	50.0	33.0	1.71	396.58	9.0	6766.849999999999	66.0	216.0	2.0	178.3	17.86	678.41	1629.44	97.14	123.86	202.15	13838.87	19.62	53.43	3376.88	0.0	100.72	0.0	13.29	977.54	1614.0	47.58	0.0	0.0	48.0	34.72	256.43	1.43	5.62	100.43	1275.29	2.5700000000000003	325.0	212.29	18.14	0.0	0.62	0.0	73.0	0.0	11341.0	144.86	0.0	20.14	26.29	1672.0	1.57	144.42	0.0	0.0	25138.85	0.0	11357.61	39.78	1.72	80.6	1.29	151.29	0.0	2.86	14.25	39.99	613.0	806.27	6191.54	426.0	93.64	214.82	44.58	108.85000000000002	866.7500000000001	104.56	300.71	4662.33	211.19	3346.63	68.99000000000001	0.0	6042.39	17.15	142.0	71.14	246.56	1722.72	273.86
RXN-9632	4530.63	19099.65	14899.88	6812.92	4929.68	4923.250000000001	1255.58	15157.04	14960.83	1854.33	24582.43	1450.88	17.86	6353.080000000001	8427.76	12927.55	7212.75	6258.849999999999	13852.87	632.49	11506.76	26897.240000000005	13643.5	19276.38	14896.75	11041.41	9577.67	28375.01	9661.41	465.0	145.5	18896.5	10864.509999999998	3148.04	14868.43	6714.41	10326.67	16165.92	406.4	19030.59	22888.890000000003	220.22	64.0	226.74	7025.04	11789.26	39827.67	3037.0200000000004	1766.95	9147.76	7164.94	19413.75	18425.42	33132.65	6064.08	2603.33	3774.91	25138.85	9639.41	18314.49	1740.14	10799.05	8517.1	17313.9	8042.809999999999	7261.83	24117.85	44888.69	41097.13	7005.780000000001	4495.62	38965.62	43036.1	71718.7	22403.61	13855.579999999998	15222.63	7791.08	23605.3	10321.3	11806.26	15764.100000000002	11873.990000000002	11569.67	4748.25	14942.490000000002	1845.48	15979.08	50204.66	4967.820000000001	26683.56	15783.77
