function	SM001	SM002	SM003	SM004	SM005	SM006	SM007	SM008	SM009	SM010	SM011	SM012	SM013	SM014	SM015	SM016	SM017	SM018	SM019	SM020	SM021	SM022	SM023	SM024	SM025	SM026	SM027	SM028	SM029	SM030	SM031	SM032	SM033	SM034	SM035	SM036	SM037	SM038	SM039	SM040	SM041	SM042	SM043	SM044	SM045	SM046	SM047	SM048	SM049	SM050	SM051	SM052	SM053	SM054	SM055	SM056	SM057	SM059	SM060	SM061	SM062	SM063	SM064	SM065	SM066	SM067	SM068	SM069	SM070	SM071	SM072	SM073	SM074	SM075	SM076	SM077	SM078	SM079	SM080	SM081	SM082	SM083	SM084	SM085	SM086	SM087	SM088	SM089	SM090	SM091	SM092	SM093
ADDALT-RXN	8173.4	23868.19	2466.0	6566.0	4625.29	8711.199999999999	2587.0	11555.18	7994.07	1330.71	13822.41	3261.4000000000005	29.75	691.27	31911.21	5938.639999999999	973.86	678.15	13845.87	5752.09	4747.290000000001	6598.43	8665.0	2908.86	31726.49	2238.66	2511.4300000000003	10360.17	3414.33	1149.5	12035.5	2139.5	4728.29	3739.67	16051.09	13208.28	1798.2599999999998	1004.04	977.14	7757.5	10744.1	504.19	23079.5	15.12	2564.7	1080.54	2661.15	12266.97	21.0	47300.560000000005	15562.47	11606.21	4576.92	1984.1	32579.27	3785.89	6477.91	25138.85	3439.67	14133.91	46842.380000000005	5055.09	21164.46	6121.09	7616.12	17466.33	70521.51	3501.17	5033.61	53597.0	4268.07	6230.87	340.29999999999995	11933.14	1581.82	40555.78	15925.93	7276.749999999999	26886.56	12303.38	37155.65	15855.77	13134.04	11002.99	1891.0	42470.05	2954.68	9605.99	3011.22	15534.01	2647.32	14730.1
ADENINE-DEAMINASE-RXN	942.99	987.52	3521.8900000000003	9862.5	5457.96	3087.8299999999995	2259.11	1119.91	479.33	13815.96	210.57	662.3500000000001	508.61	18807.52	8672.21	786.27	14317.009999999998	436.95	13660.44	261.32	2701.68	41187.98	79.0	12334.36	3779.5	3249.17	2417.1800000000003	8515.5	9297.92	207.0	1072.0	88204.5	5662.5	4007.5	8005.93	10508.12	4915.77	7472.0	1146.68	7563.83	6651.57	14426.11	357.0	242.12	1038.84	8293.5	3676.45	29041.91	361.5	10705.51	2996.36	3450.75	3252.4	1327.5700000000002	24500.28	3470.75	3136.2	25084.85	5442.0	2626.69	64517.07	3971.67	3164.29	1309.92	2817.24	6133.83	587.0	35442.48	21548.34	5412.240000000001	3468.09	28163.38	20656.08	1393.9	22692.15	6715.43	10280.35	10597.54	16549.809999999998	13536.12	5968.16	42132.9	16114.63	3190.94	24600.5	23817.16	2675.4	5800.5	24116.07	18062.55	2993.7	9873.93
ADENODEAMIN-RXN	8173.4	23868.19	2466.0	6566.0	4625.29	8711.199999999999	2587.0	11555.18	7994.07	1330.71	13822.41	3261.4000000000005	29.75	691.27	31911.21	5938.639999999999	973.86	678.15	13845.87	5752.09	4747.290000000001	6598.43	8665.0	2908.86	31726.49	2238.66	2511.4300000000003	10360.17	3414.33	1149.5	12035.5	2139.5	4728.29	3739.67	16051.09	13208.28	1798.2599999999998	1004.04	977.14	7757.5	10744.1	504.19	23079.5	15.12	2564.7	1080.54	2661.15	12266.97	21.0	47300.560000000005	15562.47	11606.21	4576.92	1984.1	32579.27	3785.89	6477.91	25138.85	3439.67	14133.91	46842.380000000005	5055.09	21164.46	6121.09	7616.12	17466.33	70521.51	3501.17	5033.61	53597.0	4268.07	6230.87	340.29999999999995	11933.14	1581.82	40555.78	15925.93	7276.749999999999	26886.56	12303.38	37155.65	15855.77	13134.04	11002.99	1891.0	42470.05	2954.68	9605.99	3011.22	15534.01	2647.32	14730.1
ADENOSINE-KINASE-RXN	0.0	3568.0	2331.4	25.0	59.0	311.0	1.0	49.67	2622.83	173.0	0.0	2.4	0.0	21.5	93.8	0.0	1184.91	32.4	0.0	0.0	139.5	6018.75	0.0	295.5	5.5	127.17	0.0	51.5	2134.0	58.5	0.0	1926.0	103.0	7.5	0.0	117.75	400.84	27.0	0.0	18.5	180.5	9.67	9.5	0.0	595.75	6.75	10.0	504.1600000000001	42.0	31.42	333.17	43.25	1696.5	111.5	98.0	72.75	483.5	0.0	87.75	48.5	152.5	41.42	11.17	368.25	374.1	574.0	3.0	13690.92	3337.5	48.870000000000005	81.2	8616.67	1.67	43.13	2.4	0.0	151.0	110.19	253.25	4183.91	151.2	58.5	33.25	7.75	4.0	27.5	8.0	25.0	2.75	188.84	4.16	850.25
ADENOSYLHOMOCYSTEINASE-RXN	918.75	13653.38	21592.32	1279.0	7086.25	6716.25	15685.25	1881.41	7088.33	358.0	162.0	1150.53	195.75	5684.75	5492.3	3509.5	7797.24	515.4	8.0	116.37	4243.25	26877.13	1966.0	4319.5	13530.0	2759.67	5271.83	7736.75	37189.42	1298.5	20489.5	8715.0	1883.5	5927.0	22475.0	28880.87	975.84	8571.75	18253.75	26839.5	5952.5	741.25	169.5	36.12	1812.25	6308.75	16427.75	6144.16	3608.5	22121.67	5767.67	4254.25	6069.5	1901.0	16900.41	1155.0	1308.0	0.0	37582.8	2484.38	7045.74	4511.67	2530.79	6459.5	7517.35	7645.5	804.0	30013.04	48581.92	5484.12	957.95	12056.910000000002	15005.8	650.13	100.73	10909.75	27808.75	8268.48	20995.0	11968.34	786.7	51005.59	9121.38	9077.0	25752.0	43054.0	28610.25	7687.25	33256.43	925.84	414.16	20907.67
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	31232.980000000003	46691.14	15195.82	58720.52	37854.61	48166.77	43802.54	20189.95	109846.65	85855.25	42032.16	14074.4	17649.75	62899.98	69372.23000000001	42000.15	39312.24999999999	34688.15	13901.87	25278.86	65967.17	80011.76	57744.0	88262.7	84530.98999999999	94288.35	31787.53	63240.75000000001	11907.48	128967.5	14105.5	92716.1	88931.14	61004.65	71538.91	54342.59	57667.67000000001	27245.53	33659.03	62872.75000000001	105637.27	111660.39	78258.25	173544.62	112980.15	113002.81	116239.72	73420.06	65587.45	104563.21	102144.45	71836.13	43946.66	67954.7	89221.6	92384.25	37088.130000000005	25140.85	50899.72	22663.66	120440.94999999998	83578.53	141753.98	100267.4	99086.49	65326.91	117253.81	41786.95	24993.13	134394.4	60725.130000000005	36389.27	125636.3	103630.16	110448.27	96489.17	68047.20999999999	91268.11000000002	89808.6	40844.630000000005	101298.38	79192.07	60512.91	70541.46	94041.35	18588.8	68667.79999999999	79661.73	30391.46	81979.87	62847.31	62195.69
ADENPHOSPHOR-RXN	75261.03	121215.42	22871.46	115045.52	109460.56	177685.9	133088.07	42080.26	420742.72	273231.09	60245.71	36390.64	20043.58	108935.57	181908.9	100307.41999999998	98514.53	109448.3	28185.74	70359.98999999999	144333.23	132378.46000000002	149490.5	187522.18	233627.71	287815.22000000003	86028.09	145831.67	19874.61	513365.0	34082.0	8436.85	253296.91	192725.23	176840.40999999997	152568.61	121952.59	33956.28	113369.9	143779.04	231079.32	380789.39	291963.5	678458.74	310769.07	390987.53	256412.61	101962.94999999998	117809.69	235758.44	372741.44000000006	147178.56	96810.5	135747.03000000003	233109.07	313825.81	20772.84	52691.27	147444.78000000003	46102.77	229903.36	299834.82	424481.29	307640.77	370292.81000000006	157082.4	364536.15	109913.15	35637.81	325101.83	156599.72	122899.96	291859.96	176432.07	243595.77	214717.3	157426.19	227647.89	158327.16999999998	116557.29	165129.29	83562.43000000001	130231.97	198557.45	251760.25	60826.84	222622.68	172174.28	63562.15000000001	220544.45	156378.87	149190.94999999998
ADENPRIBOSYLTRAN-RXN	30040.980000000003	46297.14	18088.65	56849.52	37496.61	50212.44	43752.9	20146.95	111917.15	84854.58	42155.16	13471.55	9314.75	52367.06	59487.03	39077.65	38462.16	33364.55	13903.87	24655.86	65686.67	90394.68	55236.0	86028.87	82009.48999999999	79282.1	24016.43	54908.75000000001	12912.31	129000.16	14388.5	93276.6	86879.14	55434.73	67998.91	50131.34	47197.01	25267.53	33583.31	63298.25000000001	96239.43	111634.73	76871.75	171611.12	98830.57	99367.31	111188.39	76735.48000000001	65711.45	101439.13	101865.2	66861.13	42878.16	67325.7	106110.85	88627.75000000001	37325.630000000005	25140.85	50400.02	22634.66	120487.94999999998	86309.03	139286.84	99700.9	100175.09	69752.91	112104.81	53323.48	27250.140000000003	108235.6	51784.33	45049.94	125776.8	102586.29	103477.01	92405.5	63137.03999999999	80333.22	79945.94	40710.47	96160.41	79482.89	54514.65	64179.62	89440.35	52032.100000000006	68613.13	63359.23	44814.39	81530.2	55720.81	59961.19
ADENYL-KIN-RXN	30158.980000000003	58064.64	37819.15	62852.02	45251.86	54422.69	59071.54	21366.7	116297.15	85059.58	42213.16	14238.55	9600.5	57874.06	62586.53	48853.4	55141.66	33677.55	13903.87	26327.86	72397.92	111383.68	58049.0	89885.87	94251.99	104099.85	40074.18	73805.25	47687.06	130095.16	34498.5	100046.1	88283.64	70226.73000000001	85718.91	74875.84000000001	55158.01	37645.78	52315.2	86150.5	101756.43	112362.31	77026.75	171613.12	100226.07	128513.06	125517.14	84880.73	69277.95	124310.38	106999.95	71217.88	47246.16	69058.2	108038.35	92836.25	37962.130000000005	25140.85	83456.51999999999	23582.91	127331.94999999998	87094.53	141064.25999999998	105082.4	105357.34	72176.41	112912.81	68188.65	66474.39000000001	113576.1	52110.08	46600.94	139969.55	107772.79	109011.34	100259.25	82603.29000000001	86364.47	93257.44	60332.97	102529.41	130234.48	62026.65	76829.62	91177.35	52073.9	99848.38	90814.98	60512.89	82823.45	69871.81	80871.69
ADENYLATECYC-RXN	4110.38	60.52	4082.0	951.17	2769.1800000000003	1492.0800000000002	9.0	7046.209999999999	5309.0	1302.54	837.4300000000001	639.8000000000001	17.86	968.94	7290.179999999999	4107.55	1839.02	3495.15	13838.87	217.37	5135.76	9502.88	0.0	12039.53	11.0	10446.18	6764.54	348.34000000000003	2423.08	113.0	13.0	5649.0	5608.25	2352.61	1524.2600000000002	434.62	7236.33	5984.92	2.5700000000000003	906.17	6654.92	42.53	13.0	0.62	1575.87	8987.01	46.67	1135.67	237.67	4.0	1617.02	13611.08	3067.0	264.4	681.94	1527.33	985.66	25138.85	193.33	11985.61	708.8299999999999	2112.49	1244.3300000000002	13774.79	983.46	1512.0	24068.66	89.58	6092.99	592.67	835.27	7077.54	39832.36	71095.98	22123.67	414.25	7533.18	1131.91	540.22	585.38	4608.33	15212.6	5768.63	3869.15	0.0	6071.09	9.15	14753.5	1194.3	465.18000000000006	18928.49	10727.43
ADENYLOSUCCINATE-SYNTHASE-RXN	30139.980000000003	58064.64	36248.75	62783.02	45141.96	54322.69	58899.04	21366.7	116297.15	85054.58	42194.16	13574.95	9417.0	57349.06	62605.33	45738.6	55179.060000000005	33709.95	13903.87	26355.26	72111.47	111113.68	58041.0	92208.47	94244.99	104034.55	40095.98	73830.45000000001	47404.56	130095.16	34498.5	100048.1	89510.84	70010.73000000001	85706.91	73823.39000000001	55349.61	37549.28	52294.2	85865.20000000001	101773.93	112362.31	77026.75	171613.12	100220.07	128520.66	125518.14	81128.13	69277.95	124316.78	106839.95	71113.18	47260.16	69056.2	107796.75	92727.45	37949.130000000005	25140.85	83605.97	23582.91	127313.94999999998	87094.53	141038.75999999998	105035.65	105339.94	72161.41	123327.81	68193.65	65242.89000000001	113622.57	52183.28	55047.61	139967.05	107159.42	109013.74	100246.25	82599.79000000001	85653.87	93087.64	48636.3	102284.61	130211.48	61993.95	77131.57	91181.35	52073.9	99580.88	89427.78	58037.240000000005	81387.25	69847.31	79299.94
ADENYLYLSULFATE-REDUCTASE-RXN	0.0	157.2	188.3	0.4	0.0	12.8	35.0	8.6	0.0	102.6	0.0	427.75	0.0	71.25	0.0	37.6	43.0	0.0	0.0	0.0	72.0	496.0	0.0	562.6	4.0	255.0	103.05	32.2	0.0	0.0	39.0	132.6	113.7	0.4	0.0	2632.15	2.5	0.0	1.0	52.8	98.0	8.33	0.0	0.0	2.0	5.25	4.0	441.0	0.0	0.0	244.25	283.4	284.0	1.6	95.75	0.0	0.0	0.0	308.70000000000005	0.0	57.60000000000001	3201.6	4951.9	4.6	5.4	0.0	18.8	974.5	118.3	44.8	0.0	0.0	9.6	0.0	21.33	49.2	0.0	0.0	54.4	0.0	7.0	4.24	25.5	0.0	0.0	0.0	70.5	0.0	130.0	151.3	1.0	50.0
ADENYLYLSULFKIN-RXN	4004.47	61.52	257.8	548.0	2019.71	398.58	401.0	7030.349999999999	107.0	198.71	2.0	230.75000000000003	17.86	708.52	1641.61	98.64	5.86	266.95	13838.87	26.37	1126.43	173.88	0.0	0.86	18.0	15.0	1611.17	288.0	75.58	0.0	0.0	0.0	0.29	427.0	172.43	2610.87	3.93	22.29	65.57	57.0	3.57	0.86	0.0	10.62	0.0	121.25	6.0	61.0	0.0	1.0	663.39	7.29	0.0	104.57	152.03	0.0	12.0	25138.85	65.5	11956.11	37.73	3222.0	217.66	153.43	168.49	0.0	0.0	191.25	344.69	667.0699999999999	928.67	21035.110000000004	55.33	156.07	14.62	43.58	362.85	874.9500000000002	107.56	261.54	4651.33	268.93	5013.13	657.69	201.0	7954.490000000001	463.15	36.0	207.94	150.95000000000002	1428.72	935.43
ADOMET-DMK-METHYLTRANSFER-RXN	50808.93	78094.45999999999	64969.97	118469.34	94602.71	129663.49	81107.63	27783.02	315912.5299999999	246396.95	45271.18	32069.009999999995	19011.2	142355.11	93943.52000000002	80796.81999999999	120572.21	88266.25	14010.87	46910.27	145063.18	282851.93000000005	105359.25	201659.78000000003	162873.65	254439.41	74703.39	168232.7	83442.31	399421.32	60176.0	285693.03	222011.23	154455.36000000002	160102.08000000002	146899.97999999998	115604.94	87399.0	73291.92	186498.97	210729.78	323985.73	177328.5	530807.12	237093.41	322982.97	256553.45	186943.24	134054.38	179331.44	281148.6	146337.05	101224.89	144192.74	150563.26	254579.11	72654.39	25144.85	181165.92	29351.34	285942.53	232153.98	313383.22000000003	271299.43	279773.27	137946.82	157500.97	151108.8	157958.76	175047.99000000002	119324.19	144857.19	225131.3	192003.99	240612.76	164135.97999999998	164029.81	189959.72	147514.0	116689.56	113920.16	204306.32	143178.51	166230.9	173937.45	140957.27	135767.75	213492.31	104324.7	235838.35000000003	151846.93	158005.31
ADP-RIBOSYLARGININE-HYDROLASE-RXN	2042.36	1359.14	1047.02	3104.0	4892.06	3302.23	981.33	5818.5	639.0	1541.5	774.57	2809.42	8440.86	1620.41	9549.49	3393.52	2986.34	3598.05	13654.44	2283.95	4968.860000000001	4823.3	2903.25	3824.82	5281.5	2133.49	924.3	9615.7	466.75	0.0	379.5	100.0	2646.88	4196.68	10343.77	10032.8	3828.28	6843.0	67.65	7631.370000000001	12737.72	71.14	1396.25	830.0	722.0	5949.6	4391.67	3350.23	421.2	4565.05	3107.51	5726.3	4799.0	1358.57	26543.82	5283.86	455.5	25084.85	6705.6900000000005	2924.19	134.91	1136.8	3009.1800000000003	2366.86	4554.97	7038.5	2541.86	6753.0	1273.42	27618.22	10787.22	14901.97	7305.920000000001	501.43	5398.47	13917.25	14555.68	11586.69	14106.750000000002	5664.960000000001	5000.46	120.57	11478.3	9126.27	28196.75	7861.96	675.73	4316.55	5685.570000000001	2403.4700000000003	2819.04	8608.61
ADPREDUCT-RXN	68202.4	114083.82	50850.29	117040.38999999998	78741.79000000001	107438.25	104453.53	46059.83	232508.64	170270.28	83654.32	28515.7	18878.72	111086.16	127339.33	75740.95999999999	97588.48	65657.5	55485.48	50742.16	137902.72	211535.39	93927.5	176744.5	172847.22999999998	178858.53	72227.42000000001	134835.93	70117.57	259138.32	48793.0	202326.6	176092.22	122301.25	165472.48	144027.38	104895.39	62868.64000000001	97158.38	172426.59	197916.95	224356.34	153765.0	343203.48	200367.09000000003	229071.01	238295.78	144614.6	137467.22999999998	193977.05	198480.42000000004	130528.62	83360.85	136431.04	229367.57	180711.1	111579.74000000002	100559.4	156812.74	60412.59	254331.86	173932.23	275382.15	208561.52	205273.46	143539.33000000002	225713.29	147964.7	89977.84	225715.13	104946.57	96869.46	278708.26	199962.38	211446.52	174712.88	154765.33	167136.91999999998	157601.95	112360.01	200139.69	253893.48	108588.65	141732.87	176583.1	116204.6	178037.5	150162.65	113544.93	143449.53999999998	119962.65	138196.08000000002
AGMATIN-RXN	4000.9	218.72	477.6	18.4	16.96	439.38	130.25	7034.199999999999	148.0	303.31	2.0	649.6	17.86	709.27	1641.61	145.99	74.86	266.95	13838.87	20.37	166.93	1550.38	0.0	712.21	26.5	286.0	928.72	40.7	764.08	10.0	798.5	145.85	175.99	179.65	6.93	13.52	1.93	170.79	60.07	88.55	176.57	5.86	0.0	0.62	0.0	31.0	21.75	1081.25	0.0	1.0	56.89	355.94000000000005	284.0	21.17	120.28	1.0	78.0	25138.85	317.8	11958.36	117.43	10.1	5499.41	37.03	190.14	1.5	19.05	16.25	824.54	743.04	958.67	23487.38	83.63	165.89999999999998	14.62	384.78	122.85000000000002	874.2000000000002	165.96	264.37	4634.73	335.33000000000004	7730.63	92.99	0.0	7883.090000000001	197.4	0.0	207.14	860.65	1421.72	249.53
AGMATINE-DEIMINASE-RXN	4071.25	1716.5	9543.96	6914.75	6523.5	420.5	7970.25	7598.5	1885.0	112.83	738.0	9.45	240.0	1041.41	2531.15	11699.5	15024.24	1961.7	0.0	1792.75	8332.0	6978.17	14508.5	1365.67	15451.75	51037.83	20088.67	24069.42	2509.12	36303.66	465.0	406.5	16070.33	24717.08	12729.41	14791.42	17743.5	9620.0	2504.42	12386.67	14560.49	27351.5	17120.67	41948.0	30648.51	54222.34	22100.91	8887.64	12371.0	8871.92	41060.83	8064.42	11619.83	20456.08	1971.83	28195.47	2333.64	0.0	20518.57	6958.75	687.67	38132.92	45505.25	24843.75	31499.13	6084.83	7.5	41425.12	4712.01	1849.02	12372.69	28067.5	284.92	4673.22	16120.87	7703.0	9038.83	17709.47	8461.09	14103.67	9340.25	258.5	12968.15	17488.41	13164.5	35930.5	8154.08	23321.16	21743.76	12199.48	26981.5	12175.07
AICARSYN-RXN	30133.980000000003	58064.64	36236.82	62748.02	45105.36	54310.69	58889.04	21366.7	116297.15	85054.58	42194.16	13573.3	9417.0	57303.31	62586.53	45708.4	55126.66	33677.55	13903.87	26291.86	72060.92	111087.68	58041.0	89577.87	94244.99	104052.85	40134.93	73805.25	47409.06	130095.16	34498.5	100046.1	88262.64	70002.73000000001	85701.91	76370.09000000001	55047.51	37549.28	52297.2	85843.0	101733.93	112362.31	77026.75	171613.12	100220.07	128518.31	125521.14	81194.73000000001	69277.95	124310.38	107074.2	71045.88	47234.16	69053.2	107653.1	92711.25	37949.130000000005	25140.85	83267.82	23582.91	127313.94999999998	90294.53	141048.75999999998	105035.4	105316.34	72161.41	112905.81	68193.65	65272.89000000001	113572.1	52107.08	46448.94	139969.55	107127.79	109011.34	100246.25	82600.29000000001	85514.47	93064.44	48354.47	102246.41	130203.48	61919.65	76515.62	91181.35	52083.9	99590.38	89391.98	58000.89	81674.45	69849.81	78668.99
AIRCARBOXY-RXN	0.0	0.0	21.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	4.0	0.0	0.0	0.0	48.5	0.0	0.0	151.0	2.5	0.0
AIRS-RXN	28903.980000000003	56779.64	36212.15	61311.02	44676.36	53928.69	58842.04	21224.7	115750.15	84047.58	42207.16	12544.65	979.0	56816.06	55016.73	43434.4	54194.66	32155.55	13903.87	25990.86	71377.72	110928.68	55563.0	87170.87	91758.99	101951.85	39679.93	70503.25	47399.06	130084.16	34498.5	99976.1	86186.64	68469.73000000001	82127.91	66791.09	52584.01	37430.78	52292.8	85238.0	90740.73	112324.31	75630.75	170668.12	99516.87	126847.06	123092.39	81125.73000000001	69249.95	122475.38	106207.95	65693.88	42801.36	68696.2	101569.1	90392.25	33079.36	25140.85	82385.01999999999	23477.11	127288.94999999998	84945.28	138163.75999999998	103011.15	104407.34	71221.41	110439.61000000002	68081.65	65169.89000000001	87038.1	42952.28	46448.94	139872.94999999998	106716.79	103747.34	97717.05	77542.29000000001	80676.47	87902.44	44376.47	102284.41	130203.48	61313.4	71091.62	86701.35	51762.9	99501.18	88258.98	54020.64	81224.45	69582.81	77599.69
AKBLIG-RXN	4011.47	1757.02	5001.47	7152.25	7389.96	806.33	4735.58	19933.35	74.67	252.71	1362.0	222.6	122.86	1486.27	4242.61	16248.39	13636.77	3549.9500000000003	13838.87	1894.62	11603.18	2446.88	27352.5	1178.36	8255.5	24283.25	15272.670000000002	16628.25	807.4100000000001	7.0	175.5	18.5	126.04	11282.75	4673.6	56.120000000000005	8495.01	14617.79	727.6500000000001	3732.42	506.32	3.86	3.0	3.62	615.9200000000001	26784.0	3642.25	1867.75	1827.0	4031.42	3386.6400000000003	460.79	1139.0	905.82	258.53000000000003	4267.0	93.75	25138.85	9217.33	19929.36	264.58	126.0	162.21	1999.68	4055.99	1497.0	0.0	31548.17	2383.41	1346.32	1062.5	22766.38	260.95	4355.9	6048.87	1315.58	2625.1	5873.700000000001	7200.56	4655.95	11944.73	267.93	13633.63	7141.74	3502.0	6081.56	3585.23	19092.25	1092.14	1344.1	15423.47	6142.18
ALANINE--TRNA-LIGASE-RXN	30114.980000000003	58055.64	37865.55	62106.77	43283.86	54313.69	58986.04	21366.7	116337.65	84397.33	42213.16	14248.95	9422.5	58778.06	60197.83	45736.9	55200.16	33709.95	13903.87	26285.86	71882.42	108389.35	58049.0	87868.2	92313.99	103983.85	39698.68	72130.07999999999	47490.06	130095.16	34498.5	97691.35	87703.56	69771.48000000001	85742.91	73797.84000000001	52723.02	36334.03	52303.62	85568.0	98011.93	102785.31	77026.75	171613.12	100186.57	127385.81	125513.64	67998.9	69277.95	124316.38	106882.95	69062.88	47260.16	69064.7	106441.85	92603.75	37939.630000000005	25140.85	83249.92000000001	23595.41	125484.94999999998	86959.78	141041.18	104756.9	105352.94	72173.41	112782.48	68188.65	71842.72	113626.97	52219.28	59488.61000000001	123696.3	106577.25	87265.32	100355.75	82524.79000000001	85692.74	93171.94	48178.13	102546.7	89877.23000000001	62184.07	76542.62000000001	91177.35	60574.8	99807.71	87104.32	57827.39	72458.95	69331.56	75891.43
ALANINE-AMINOTRANSFERASE-RXN	22920.2	30065.71	3998.35	32490.92	26889.47	43801.05	31091.05	19425.34	106839.98	81382.12	15353.98	7874.5	590.61	34581.67999999999	47259.31999999999	19284.05	29164.120000000003	28864.7	27734.74	16136.91	36867.47	81504.51	27294.0	63119.26	54099.24	66484.05	20537.34	26223.35	3046.16	128813.16	2794.5	92586.5	70110.64	42238.29	39202.68	34545.4	29935.76	13382.88	27905.63	33273.25	60621.02	111131.17	72213.75	168537.74	80839.12	88908.54999999999	62604.47	30394.18	27740.19	40667.08	89771.66	41255.96	33941.76	32604.25	76089.98000000001	75253.56	3559.22	50279.7	30436.99	27381.22	120095.28	82577.39	110796.3	85085.38	90247.35	26310.08	106100.66	39245.45	11934.39	65802.62	36036.74	50835.75	125141.41	91813.67	96371.55999999998	41586.490000000005	35461.36	47301.86	29642.21	27301.76	43524.51	73013.01	27821.49	44415.88	47441.75	19643.44	52834.36	39460.65	27508.54	58608.05	46565.28	40257.87
ALANINE-DEHYDROGENASE-RXN	14552.75	27097.42	5759.969999999999	24719.25	22119.33	42796.89	31487.11	6261.08	106822.49	68410.67	14712.16	8344.800000000001	558.39	24498.5	38435.3	17908.25	17990.75	25133.8	57.0	17830.47	33253.05	34998.700000000004	26896.5	42290.82	49799.56999999999	53027.51	12134.93	24291.42	3248.5	128416.0	56.0	2592.25	60631.0	39854.92	37360.16	28991.58	20190.0	1974.25	27828.86	32769.16	48792.58	94838.75	72065.25	168546.5	82007.75	78852.79	63120.48	7101.12	27801.42	35818.810000000005	88721.58	29835.09	21632.34	33027.45	87920.24	73791.59	4877.57	2.0	32571.67	4899.25	46561.95	75591.84	108249.0	73328.91	91354.75	44141.58	80728.31	23041.9	18898.12	64673.49	34448.23	47290.07	62767.8	18759.68	49196.72	38763.75	25056.86	45598.1	20997.5	20206.33	33217.07	9018.5	16938.48	42245.8	47614.75	45481.3	53621.0	23660.33	5135.13	41810.83	30140.1	25836.92
ALARACECAT-RXN	34138.88	58275.16	37051.35	62781.37	45153.82	54743.27	59065.04	28396.649999999998	116412.32	85309.16000000002	42215.16	14887.5	9434.86	57997.98	64253.84	45982.44	55175.85	33912.1	27742.74	26336.73	72640.4	112216.31	58049.0	89980.58	94268.49	108740.85	41104.15	73854.75	47548.47	130095.16	35297.0	100194.45	88305.03	70081.61	85725.34	77259.11	55538.03	38998.72	52342.27	85972.0	102011.0	112416.5	77023.75	171623.74	100319.07	128597.31	125530.64	98648.83	69277.95	124313.13	107136.34	71070.51999999999	47492.16	69101.44	107511.88	92718.0	37977.130000000005	50279.7	83666.81	35539.020000000004	127357.88	90316.33	145543.59	105079.33	105619.63	72177.08	112944.56	72986.34	66038.52	114214.3	53002.22	62097.71000000001	140027.88	107260.39	109076.13999999998	100447.7	82741.64	86455.9	93239.25	49843.94	106686.87	130470.25	75940.04000000001	76719.84000000001	91187.35	69815.64	99954.55	97414.33	58628.52	82826.58	71780.85	79134.07
ALCOHOL-DEHYDROG-GENERIC-RXN	69572.85	120620.35	19018.61	125784.4	53877.92	103334.99	28503.64	48284.44	243097.21	164348.61	119478.37	21150.61	9897.36	94596.38	127021.71	49454.0	70489.65999999999	55768.05	41659.17999999999	55401.25	121521.58	181793.37	84702.0	154019.28	175312.97	126803.73	31562.59	106652.17	21689.19	259275.0	11422.0	189576.95	173304.81	76935.18000000001	140612.75	92128.03	68907.62999999999	21517.54	15598.77	112704.44	185645.0	222621.14	177741.0	343094.48	206208.07	171873.08	246476.34	74609.09	160332.4	209468.97	187222.58	91089.85	84824.67000000001	163241.55	133806.98	174163.22	73090.74	73115.84	78285.66	64688.09	294335.46	171573.24	306648.98000000004	169421.48	188004.24	129059.74	244229.11	76979.66	56042.51	244042.07	97568.03	111085.25	185474.63	29627.14	156005.80000000002	191240.15	88616.42000000001	155806.6	145298.22	73581.03	270920.0	125917.03	68560.59	115518.63	105078.35	150774.41	37402.71	59813.0	167736.06	119890.49	65724.67	73555.57
ALCOHOL-DEHYDROG-RXN	69572.85	120620.35	19018.61	125784.4	53877.92	103334.99	28503.64	48284.44	243097.21	164348.61	119478.37	21150.61	9897.36	94596.38	127021.71	49454.0	70489.65999999999	55768.05	41659.17999999999	55401.25	121521.58	181793.37	84702.0	154019.28	175312.97	126803.73	31562.59	106652.17	21689.19	259275.0	11422.0	189576.95	173304.81	76935.18000000001	140612.75	92128.03	68907.62999999999	21517.54	15598.77	112704.44	185645.0	222621.14	177741.0	343094.48	206208.07	171873.08	246476.34	74609.09	160332.4	209468.97	187222.58	91089.85	84824.67000000001	163241.55	133806.98	174163.22	73090.74	73115.84	78285.66	64688.09	294335.46	171573.24	306648.98000000004	169421.48	188004.24	129059.74	244229.11	76979.66	56042.51	244042.07	97568.03	111085.25	185474.63	29627.14	156005.80000000002	191240.15	88616.42000000001	155806.6	145298.22	73581.03	270920.0	125917.03	68560.59	115518.63	105078.35	150774.41	37402.71	59813.0	167736.06	119890.49	65724.67	73555.57
