"","Corncob.p.val","Corncob.q.val","ANCOMBC.p.val","ANCOMBC.q.val","ANCOMBC.LFC","LinDA.p.val","LinDA.q.val","LinDA.LFC"
"Abiotrophia",0.0082273051414185,0.0917988674021409,0.315617152010561,0.600774701891824,-0.938119022508483,0.00150879130496195,0.00387256434940235,-1.69086903491009
"Acinetobacter",0.50627344745557,0.696125990251409,0.505784513901004,0.734819010761836,0.295261043364516,0.103499401522478,0.156263802298643,0.141802934381589
"Actinomyces",0.74751156498749,0.85908045528413,0.140029087174716,0.414701527402045,0.986994379754279,4.77196060444385e-11,2.82646897340136e-10,1.37160961320382
"Aggregatibacter",0.0362072981564925,0.17424762237812,0.0130101207070732,0.110222168436861,1.50583385876268,0.0116969924034893,0.0225167103767169,2.08162664973124
"Alloprevotella",0.283690976501709,0.554828707101036,0.00374116024223782,0.048011556442052,1.89340828198822,0.000118263324714984,0.000350241384732839,2.76965162087761
"Alloscardovia",0.81186915018351,0.87761512581606,0,0,1.35344135842515,0.00507905345390536,0.0111739175985918,1.90275726781303
"Anaeroglobus",0.00201328415083594,0.0445135647096095,0.0664779794555161,0.281178947144873,0.857926543198033,0.358747177888313,0.412291532797016,1.00042323167875
"Arachnia",0.95188899330325,0.973190331856227,0,0,-0.381434333048748,0.00812311908318464,0.016555627133284,-1.03886990896588
"Bacteroidales_[G-2]",0.0319504434314083,0.164012276281229,0.289805929402956,0.587238330632306,-0.47170267521326,0.165372040262755,0.223397317547932,-1.07777509162598
"Bifidobacterium",0.772166112733254,0.8616926185574,0.069381818126657,0.281178947144873,1.28882075250204,0.013483069161689,0.0253218615963427,1.73552132783469
"Bosea",0.628597795976421,0.793475906396466,0.86109954406945,0.908283080730789,0.103678092804644,0.367228886869214,0.415832710131316,-0.216337273479425
"Burkholderia",0.168332856813516,0.424935068550916,0.127234948695816,0.391883641983115,-1.08749461831203,0.156625688152717,0.215360321209986,-2.10307247431555
"Campylobacter",0.391702703375633,0.619900304086947,0.85818309802715,0.908283080730789,-0.11047774460726,3.05138136980077e-11,1.95796971228882e-10,-0.362418392800713
"Capnocytophaga",0.00830675775500686,0.0917988674021409,0.549572286281983,0.755661893637727,-0.469762216163661,8.18952267556128e-07,3.50329581121232e-06,-0.83169634348019
"Cardiobacterium",0.333448738096505,0.570567840742908,0.102691819738796,0.343794353038579,-0.677448039395123,0.0483678331749822,0.0827627367660806,-1.55304006269418
"Catonella",0.400617275399055,0.619900304086947,0.689661966297785,0.822328939050933,0.127786318632283,0.0260769826179772,0.0466959921298661,-0.126526031471824
"Cloacibacterium",0.16403060494259,0.424935068550916,0.160614637738076,0.458049152067847,-0.777232520191797,0.0469688126412122,0.0821954221221214,-1.62535597514318
"Corynebacterium",0.0195949852629337,0.137164896840536,0.0366883082459776,0.201785695352877,1.39045797448395,0.000418020992205892,0.00110991780689151,1.98054279787371
"Cryptobacterium",0.5167294765366,0.698038064795055,0.0917585671591285,0.32115498505695,0.798102014078966,0.239635687906094,0.297612064012407,0.978189833499306
"Desulfovibrio",0.555460321466171,0.724922792421951,0.448659275953321,0.72154813526468,0.256525916647604,0.00177385824201659,0.00426834639485242,0.11255630129523
"Dialister",0.136193350206445,0.403341844842165,0.0803874385399217,0.309491638378698,1.09203403570892,0.0016193297334024,0.0040222061119995,1.44004343204204
"Eikenella",0.0107297377483022,0.0917988674021409,0.434335736912218,0.72154813526468,0.483050506525216,0.182388610796463,0.238032593751315,0.354431074512588
"Escherichia",0.000876676484563468,0.0445135647096095,2.04650278956703e-09,1.00240504186068e-07,-4.60701091801613,1.08624220729325e-12,1.19486642802258e-11,-7.52717567713252
"Fusobacterium",0.812436566551571,0.87761512581606,0.530509947755935,0.742713926858309,0.428770425899279,0.000115118088938715,0.000350241384732839,0.440622483367677
"Gemella",0.0823382417633792,0.301906886465724,0.0503698495671728,0.258565227778154,1.67705728315219,2.74646971831771e-12,2.34975742567182e-11,2.2122449646504
"Granulicatella",0.00231239297192777,0.0445135647096095,0.85457497005069,0.908283080730789,-0.141455340380182,0,0,-0.380544143878742
"Haemophilus",0.00998730912429291,0.0917988674021409,0.333730559928205,0.600774701891824,-0.956592366186561,6.49458264945224e-12,5.00082864007823e-11,-1.72477584197107
"Kingella",0.0239083087403842,0.145150549201546,0.0143145673294624,0.110222168436861,1.32759097431219,0.0887843280088952,0.139518229728264,1.82558362862815
"Klebsiella",0.0397009215703916,0.179821821230597,0.122722175823843,0.391883641983115,-1.04620188373199,0.154535583480758,0.215360321209986,-2.007721041563
"Kluyvera",0.0992654625040494,0.319445098658486,0.350513846837067,0.613399231964867,-0.507759776865507,0.14066331985895,0.204359917530928,-1.22554073545959
"Lachnoanaerobaculum",0.167899269352296,0.424935068550916,0.702632698887152,0.822328939050933,-0.210143594592422,0.00350376120830098,0.00817544281936896,-0.603920586677373
"Lacticaseibacillus",0.838374709710809,0.884313049968935,0.627564506458014,0.792171590119132,0.245991633226508,0.230922550040797,0.291492399231826,0.0911215646834184
"Lactobacillus",0.0898280418346471,0.314398146421265,0.611063485193102,0.784198139331147,0.326937847798773,0.884170060883649,0.895803877474224,0.174102800503346
"Lancefieldella",0.103715941122885,0.319445098658486,0.02459140554898,0.145656786713189,1.72569266072267,2.75335310107039e-14,3.53346981304033e-13,2.44461575851886
"Lautropia",0.00998194417547561,0.0917988674021409,0.234633966580806,0.555597596886761,-0.855757397471112,0.00817030949434794,0.016555627133284,-1.62286147014913
"Leptotrichia",0.526564048216201,0.699059167459439,0.591715799280479,0.772239263467744,0.372911457413883,7.05225655650565e-10,3.6201583656729e-09,0.311208494457555
"Ligilactobacillus",0.0702839451038922,0.270593188649985,0.0207283231826453,0.145098262278517,1.47692963875202,0.0998672638226017,0.153795586286807,2.11009052353132
"Limosilactobacillus",0.00220642403372504,0.0445135647096095,0.584475453285531,0.772239263467744,0.426330217934153,0.748731475515723,0.779085454252847,0.214034908063465
"Megasphaera",0.181274540976191,0.436191864223959,0.00129582927732205,0.0332596181179325,1.69977628761452,7.74646534453804e-05,0.000259338187621491,2.4847266435859
"Mogibacterium",0.310231351412824,0.554828707101036,0.763577450605763,0.864639172009467,-0.182128086702846,9.57696313275136e-06,3.5115531486755e-05,-0.531401314382206
"Mycobacterium",0.679946952591622,0.818061177336796,0,0,3.3558526456998,1.4053896424393e-07,6.36558838046037e-07,5.23636869608632
"Mycoplasma",0.580239218805761,0.744640330800727,0.705338216867286,0.822328939050933,0.195872223963176,0.834549717023896,0.856804376144533,-0.0683694593837579
"Neisseria",0.344121687854276,0.576029781843027,0.789089425897875,0.880578054987484,-0.256911065889605,1.07377884361881e-10,5.90578363990346e-10,-0.817684842894307
