pathway	SM001	SM002	SM003	SM004	SM005	SM006	SM007	SM008	SM009	SM010	SM011	SM012	SM013	SM014	SM015	SM016	SM017	SM018	SM019	SM020	SM021	SM022	SM023	SM024	SM025	SM026	SM027	SM028	SM029	SM030	SM031	SM032	SM033	SM034	SM035	SM036	SM037	SM038	SM039	SM040	SM041	SM042	SM043	SM044	SM045	SM046	SM047	SM048	SM049	SM050	SM051	SM052	SM053	SM054	SM055	SM056	SM057	SM059	SM060	SM061	SM062	SM063	SM064	SM065	SM066	SM067	SM068	SM069	SM070	SM071	SM072	SM073	SM074	SM075	SM076	SM077	SM078	SM079	SM080	SM081	SM082	SM083	SM084	SM085	SM086	SM087	SM088	SM089	SM090	SM091	SM092	SM093
GLYCOLYSIS	4901.354303612311	10163.951915351507	16313.044540889527	1203.0198170731708	7810.472195121951	4613.801642754663	13583.121026957639	10313.153926737003	4577.176829268293	1161.8424479913917	60.56184743124027	2105.602555724122	134.2729268292683	5767.495853658536	7930.57485237484	3471.337296773406	6283.093048780488	579.2463414634146	18221.02087108014	32.82878048780488	3702.2872425054748	20605.205152439023	1945.0	4759.887682926829	15277.74705882353	6019.080294117647	3827.311465638669	4242.4864705882355	28826.692707317074	1109.875	20111.6	89394.7707352941	2270.145250312891	5511.145735294118	18151.397532281204	25139.333084648493	4513.930640225413	7681.919441489362	17196.91803594352	21012.54	11952.064431397719	12803.487682926829	503.5294117647059	164.07861745141514	1323.525244167119	4529.600443226071	14784.468036669214	7715.025909090909	3615.2058823529414	19758.672352941176	4414.528669373302	5272.560322048903	6784.457352941176	1532.7663342898136	3906.38693687231	465.4779411764706	680.478947368421	33108.01149825784	33109.93264705883	16522.188399257993	9148.225111291147	1006.4375735294118	2255.674711305911	8238.986395494368	5488.376707317073	1463.5	1424.0542569659442	15076.721467464424	28880.52482039911	10780.954791965567	3281.1501457373706	12106.328492239469	38166.31645889252	1573.2106476835104	28919.934387865676	8139.052011628785	20645.43723816356	4927.346542324247	13848.940860832137	8763.18	6226.328660306695	103200.50759037594	7545.2392916068875	8737.684343289422	2468.938823529412	8493.235086362705	25966.11437740693	7482.072647058823	35648.89651852093	5202.314681752967	3019.1880005876246	19600.35005021521
GLYCOLYSIS-E-D	4510.2735848861275	72.64606451612903	63.975833333333334	21.599999999999998	2.052	475.8960000000001	10.799999999999999	8398.864073429759	79.2	238.452	1.884	265.5627096774194	21.432000000000002	807.924	1924.812	115.88399999999999	7.032	242.57999999999998	16603.290727272728	24.639677419354836	5.432129032258064	18.33774193548387	0.0	1.032	0.0	0.0	1109.0875115207373	0.0	56.35999999999999	0.0	0.0	0.0	0.0	0.0	1.716	8.328387096774195	1.716	0.0	3.0839999999999996	0.0	0.6839999999999999	1.032	0.0	0.78	0.0	37.37522692361402	0.0	0.0	0.0	0.0	0.516	6.0	0.0	1.884	67.536	0.0	0.0	30165.638181818176	0.0	14350.67606133979	44.17535483870968	0.0	42.597349095037735	0.0	176.748	0.0	0.0	18.833474576271186	47.32226086956521	696.0	967.5239999999999	7445.771612903227	56.20645161290322	118.00911536358666	11.936542372881355	52.29599999999999	130.61999999999998	1026.994064516129	129.24619354838708	310.452	5485.549272727272	330.6998709677419	6245.757096774193	82.78800000000001	0.0	7261.420787878787	10.98	0.0	25298.538506912446	100.61745454545454	1699.5479999999998	40.116
GLYCOLYSIS-TCA-GLYOX-BYPASS	4839.539671776836	81.53740614905689	147.1908257525201	24.23940149625935	2.3027431421446383	578.5800163850936	12.119700748129677	8953.170818314436	213.10315759896037	282.8714920445366	2.6245441341700695	298.603914516318	24.050872817955113	906.8892980049875	2160.600228179551	130.72087254391494	7.891271820448878	272.2219451371571	18619.139768688743	27.73605017549221	27.720943835703302	232.9282634419717	0.0	1.1581047381546135	0.0	0.0	1261.343889769504	0.0	411.2960363926392	39.29577464788733	0.0	1683.380281690141	0.34417582417582415	0.0	1.9256857855361595	3.7981208053691273	1.9256857855361595	0.34417582417582415	3.464214463840399	0.0	18.514059920620987	1.1581047381546135	0.0	0.8987919463087247	233.23943661971833	40.71963649093842	0.0	0.0	0.0	0.0	263.73526348190813	29.894244314920794	1376.6197183098593	127.60717221031928	75.81401371571073	51.971830985915496	320.7042253521127	33855.67020909934	0.0	15334.80584901167	136.8108292062353	0.0	43.712326019513945	278.11596347314656	448.15679614344424	447.46478873239437	0.0	43.26866321623575	1130.1053997469928	794.3106845386534	1107.224221945137	10796.284990803193	62.98560803636071	145.794909230226	13.223940149625935	58.716112219451375	146.68298753117207	1153.3631334932863	145.0683284530609	351.99370698254364	6163.952905700864	369.51587933392324	7105.20711777603	92.90423940149626	0.0	8151.62315089571	12.321695760598503	0.0	95.8620187032419	112.93134886620658	1908.7403795456412	45.017955112219454
GLYOXYLATE-BYPASS	4004.79	3638.1657142857143	2771.6795238095237	53.9047619047619	91.78761904761905	841.567619047619	17.285714285714285	7165.018571428571	3672.5919047619045	427.7204761904762	2.224285714285714	262.0071428571428	20.41142857142857	1617.3414285714284	4243.150952380953	182.43571428571425	1194.9371428571428	274.2285714285714	15797.504285714283	23.279999999999998	197.7295238095238	8396.62476190476	0.0	502.84285714285716	10.333333333333332	140.46	2119.3314285714287	449.6666666666667	2466.199047619047	86.33333333333333	0.0	2560.1666666666665	128.72	24.93	1.6342857142857141	2682.101428571428	530.0266666666666	28.79	4.937142857142857	227.42857142857144	258.53809523809525	38.26285714285714	16.666666666666664	34.20857142857143	703.25	96.57142857142857	10.0	552.9933333333333	140.86	37.586666666666666	690.1214285714285	95.33761904761904	2207.6666666666665	163.4609523809524	22908.71	120.0	646.6666666666666	28722.399999999998	15.833333333333332	12218.261428571428	245.98809523809524	3344.056666666667	218.64000000000001	508.62333333333333	635.4647619047619	768.1666666666666	5.859999999999999	16224.789999999999	11947.553333333331	799.8742857142856	1043.0514285714287	20964.653333333332	1352.5542857142857	304.6190476190476	63.574285714285715	50.80571428571428	208.4	1321.0385714285712	261.42571428571426	4484.951904761905	5420.276666666667	437.97142857142853	5765.434285714286	121.34571428571428	0.0	51943.87	14.787142857142857	164.0	23186.161428571428	433.85857142857145	1679.2071428571426	877.6357142857144
GOLPDLCAT-PWY	0.4342857142857143	0.4342857142857143	0.0	0.0	0.0	0.0	0.0	719.9885714285715	0.0	0.0	0.0	82.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8514285714285714	2.2857142857142856	1.0057142857142856	0.0	0.0	0.0	0.0	1009.2914285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.994285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7085714285714285	0.0	12.571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1673.2914285714285	7.702857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.274285714285714	7.291428571428571	36.57142857142857	0.0	0.0	0.0	1.8514285714285714	3.4285714285714284	0.0	0.0	298.85714285714283	5660.719999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCAMHPDEG-PWY	2.409090909090909	65.98727272727272	54.54545454545454	19.636363636363633	1.8654545454545453	432.63272727272727	9.818181818181817	629.99	72.0	216.77454545454543	1.7127272727272727	231.01999999999998	19.48363636363636	734.4763636363637	1749.8290909090906	105.34909090909089	10.526520376175549	220.5272727272727	14895.752727272727	21.915454545454544	4.65090909090909	13.97090909090909	0.0	0.9381818181818181	0.0	0.0	883.13	0.0	40.36363636363636	0.0	0.0	0.0	0.0	0.0	1.5599999999999998	2.62	439.96799999999996	0.0	2.8036363636363637	0.0	0.6218181818181817	0.9381818181818181	0.0	0.62	0.0	11.0	0.0	0.0	0.0	0.0	0.46909090909090906	5.454545454545454	0.0	1.7127272727272727	61.39636363636363	0.0	0.0	27365.290909090905	0.0	1467.8718181818183	36.96909090909091	0.0	0.0	0.0	160.68	0.0	0.0	518.4786206896551	33.18545454545454	651.5566844919786	940.5576256684492	11871.481197860961	50.17999999999999	124.36611764705881	9.349090909090908	47.54181818181817	118.74545454545455	933.3981818181817	117.06545454545454	287.2232085561497	4991.160641711229	263.06	4966.220909090909	75.26181818181819	0.0	6574.865454545454	9.98181818181818	0.0	77.60727272727271	91.32	1545.043636363636	36.46909090909091
HEME-BIOSYNTHESIS-II	13878.425714285715	17802.52	2613.9542857142856	27802.928571428572	4951.21	3600.535714285714	4234.33	7480.52	9487.452857142858	14133.25	25768.571428571428	1594.4928571428572	238.43142857142857	18959.16	4226.74	5480.64	17242.814285714285	1429.3357142857142	13846.87	5984.655714285714	22195.664285714287	46473.96	7374.142857142857	27094.48857142857	16888.285714285714	3279.96	4743.227142857143	15250.16142857143	2973.385714285714	204.5	433.71428571428567	90776.57142857142	17518.79142857143	4073.572857142857	21459.65142857143	10526.548571428571	5850.5085714285715	6975.04	2879.9	24772.107142857145	23556.495714285713	14881.211428571429	2951.5	886.62	15089.750000000002	8825.357142857143	39434.33714285714	16610.46285714286	37081.60571428572	33621.205714285716	3130.615714285714	10237.861428571428	6486.232857142857	32578.141428571427	49486.46428571428	8041.325714285714	727.1428571428571	25138.85	11315.527142857143	12814.538571428571	65297.514285714286	6734.231428571428	19325.19142857143	7834.147142857143	3357.017142857143	19305.928571428572	132.19	16522.69	11247.84	11644.1	5353.398571428572	17645.987142857142	25868.35	1354.0485714285714	21831.79142857143	25664.247142857144	16072.655714285713	19726.757142857143	28111.548571428568	10718.86	57107.91571428571	46775.409999999996	10259.995714285715	8321.798571428571	28686.14285714286	51408.17571428572	5643.8099999999995	6794.767142857143	31752.702857142856	16917.16	4617.3	11041.377142857144
HEMESYN2-PWY	4084.8099999999995	60.52	50.0	901.1700000000001	2587.68	924.08	9.0	7021.35	66.0	1002.5400000000001	837.0	639.8	17.86	732.94	7290.179999999999	4106.9800000000005	1839.02	3453.15	13838.87	217.37	4636.43	54.88	0.0	12003.7	0.0	930.68	2473.42	83.17	51.08	0.0	13.0	1838.0	5598.79	2351.2799999999997	1518.5900000000001	133.62	7223.66	5975.63	2.5700000000000003	800.17	5328.24	30.53	0.0	0.62	936.87	8987.01	0.0	1080.67	0.0	0.0	176.81	13545.79	0.0	33.07	618.94	739.6700000000001	5.33	25138.85	148.67000000000002	11961.609999999999	403.83	2085.16	1091.46	12588.36	296.13	371.0	24068.66	14.25	39.99	580.0	835.27	7063.04	39832.36	71083.65	22123.67	43.58	7392.85	1111.92	262.56	581.71	4575.33	15212.6	5552.13	3850.82	0.0	6042.389999999999	9.15	14753.33	1056.97	463.18	2580.89	10727.43
HEXITOLDEGSUPER-PWY	4554.526480419655	79.92683526126845	66.05504587155964	23.779816513761467	2.2590825688073397	526.4671620959965	11.889908256880734	2108.9076617471082	87.19266055045873	263.5728440366973	2.0741284403669726	286.4879646230447	23.610939934221918	893.0666107470511	2127.8306893840104	127.57871559633027	7.741651376146789	267.06055045871557	18270.21074853483	26.730236936577583	5.714623055444756	16.955124052652575	0.0	1.1361467889908257	0.0	0.0	1127.1147474700183	0.0	61.57609436435124	0.0	0.0	0.0	0.0	0.0	1.8891743119266056	3.2806956521739132	1.8891743119266056	0.0	3.445557011795544	0.0	0.7530275229357798	1.1361467889908257	0.0	0.7763478260869566	0.0	13.999529964747357	0.0	0.0	0.0	0.0	0.5680733944954128	6.605504587155964	0.0	2.0741284403669726	74.73253997378768	0.0	0.0	33324.84789515072	0.0	3918.677657126085	47.58733785400878	0.0	40.600819875776395	0.0	195.97299082568807	0.0	0.0	17.830434782608698	52.0666631716907	773.1047339449542	1075.3062673162049	8245.825918161225	61.88099606815204	127.42751928884837	12.887052253689669	58.019480996068154	145.32575622542595	1143.1079229112663	143.35922925888377	344.92397378768027	6090.937192017607	343.4544172317511	6330.297706858532	91.14798684438291	0.0	8048.736113059175	12.088073394495414	0.0	94.91770380078638	111.18866579292269	1886.1099868938402	44.16440366972478
HISDEG-PWY	18329.45	26234.05	4835.196857142857	24441.40714285714	25443.687142857147	40762.92	5512.464285714286	11792.18	101866.47	66266.1	14755.41	7062.522857142857	462.29	19278.457142857143	38294.77857142857	21008.0	20516.828823529413	26656.52857142857	56.857142857142854	16009.79	35783.71428571428	30005.663333333334	39968.5	40162.2	38071.159999999996	44851.421736694676	15395.264285714286	24185.285714285714	1773.52	92088.62352941177	218.5	501.9285714285714	42721.62462184874	24173.524285714288	28634.25	24422.788571428573	15688.438795518206	9571.314285714285	1325.4766666666667	23296.59857142857	34146.63238095238	67580.94857142857	54366.508571428574	126630.22	63749.69952380952	63452.02731092437	44262.422857142854	24273.098487394956	17052.0	31874.64	47710.68714285714	17254.321428571428	10623.59	13481.95	46279.03571428571	50317.72	552.5	2.0	19247.82	9657.14	45992.54285714286	48090.274761904766	61505.03857142857	45871.671904761904	56128.70142857143	21224.3	80725.31	30480.851764705883	10681.197619047618	63674.204761904766	22206.065238095238	35815.32512605042	62007.92	2724.952492997199	41080.37	30905.0	15695.25	35487.67476190476	10374.428571428572	20242.12019607843	38414.328571428574	9215.745714285715	32122.308095238095	33052.46428571429	29516.25	45953.368907563025	5372.519047619047	32631.292857142857	5989.615714285715	32012.655714285716	23473.45761904762	22969.544285714284
HISTSYN-PWY	504.59716599190284	1075.6558704453441	23285.712186234818	8641.5	2790.7115384615386	902.9059514170041	4212.608340080972	844.828947368421	4765.430728744939	14089.003603238865	628.0	2742.068380566802	14.454858299595141	19956.806032388664	5974.948623481781	1467.678137651822	15119.364372469636	252.0	14.17004048582996	1966.553846153846	6344.119676113361	68386.6910391363	1158.0485829959514	12756.616720647773	9750.25914979757	3876.7373684210525	3184.128097165992	4587.851214574899	32289.473805668018	1346.0770040485831	292.2368421052632	94079.17611336033	5756.3874898785425	4899.125465587044	3903.206032388664	8124.439433198381	5802.295285359802	10740.189190283401	3940.1699190283402	9191.49194331984	11023.421417004049	16500.153481781377	190.00000000000003	8.190283400809717	47030.62145748988	3362.4107287449397	15080.795425101214	26101.536518218625	3641.793117408907	1730.5815789473686	2868.9656680161943	4767.652834008098	8334.156882591093	736.5566801619434	41275.215951417005	1172.0947773279352	1907.391943319838	0.0	3953.978259109312	851.6325910931174	67585.43032388664	803.2554655870446	4255.507606572994	3634.1413765182187	1714.6417004048583	1396.3481781376518	1009.7304453441296	13310.492793522268	42695.93611336032	3668.1345344129554	1691.922064777328	4052.3765587044536	38724.07044534413	2517.7077732793523	25078.0	4019.245020242915	10108.807894736841	1952.8611336032388	18874.582874493928	3401.301578947369	746.2035627530364	90108.31105263159	3123.713967611336	4014.5245344129557	11381.534412955465	46573.63765182186	7263.105425101216	6986.493886639676	7929.766056203859	17569.427894736844	1633.1329959514171	8849.952186234817
HOMOSER-METSYN-PWY	4035.47	6728.52	17635.19	356.0	342.21	1072.7	2407.0	7877.254000000001	6715.096	507.71000000000004	2.0	939.15	20.61	5413.02	4761.21	1309.14	7292.7519999999995	250.75	13838.87	24.37	2966.93	24747.63	360.0	1106.8600000000001	241.0	525.304	1768.42	889.0	25926.33	1032.9	7.0	6168.35	472.09	2427.0	1653.93	10416.87	466.77	5432.54	2913.3199999999997	4476.5	3062.87	585.514	161.5	2.62	979.6	1998.3	10295.0	4021.842	3036.5	1449.254	1743.394	1893.29	2395.1	362.57	581.53	185.5	590.0	25138.85	2090.5	12661.109999999999	2981.93	3290.304	1022.614	1140.13	1024.19	689.0	753.0	28706.254	32122.489999999998	5039.305	1242.519	21934.196	13241.284	636.186	13.42	2211.16	1669.6	1606.4279999999999	1124.56	9074.381	4820.23	45072.18	5432.88	2046.49	268.0	39597.87	5319.48	4543.25	26131.64	463.058	1706.212	2675.43
HSERMETANA-PWY	9988.678	14387.0	19172.08	20248.084	4814.4039999999995	6736.0	6247.796	827.82	11020.7	1566.156	26771.8	2425.12	234.35	6863.804	10092.804	16827.754666666668	13303.431999999999	5099.7	6.0	6114.066666666667	30540.45619047619	25078.496666666666	22904.6	23089.017333333333	17814.6	14668.982	9171.751619047618	17200.69	26763.25	1030.5	524.8	8561.169333333333	16467.15	7521.653428571428	24908.966	15033.8	10040.97619047619	11588.49	5408.546	33201.77238095238	28637.064	698.654	3088.5	844.5	16131.902666666669	20040.370857142858	48231.67	5374.917333333334	40639.54	34855.05	4839.515428571429	26488.013333333332	7938.14	32950.1	22536.372	9965.125904761904	1031.426	0.0	18445.48	712.3	3475.44	4444.261428571429	25290.35	10220.025523809523	6423.768	26527.399999999998	29666.041999999998	12312.5	35261.94	13917.416	4761.25	4540.3	60790.53199999999	84506.238	26554.41933333333	28696.09	26421.28	19611.862666666668	29274.836666666666	7855.9366666666665	52676.70333333333	62676.434	5942.107142857143	14914.437619047618	29802.6	35695.206666666665	10222.626	25482.516	37275.36266666667	1744.3159999999998	20959.763047619046	22734.70952380952
ILEUSYN-PWY	33863.87893285249	64292.50290795025	28089.5869489561	59697.402095283454	41096.22075101369	60388.82908441919	26751.884666473878	16478.80050405013	133610.6053594084	93671.46883147811	49576.57755942458	11493.220650844503	822.098901098901	47044.888170405444	62582.94791944897	32573.015700988897	47141.570732322376	34640.116984769615	17557.18881910659	25849.637430730672	70103.42133535196	121154.24066138979	42541.21809954751	96598.76592583372	96655.38811463046	81827.9800493428	27056.26484001293	60685.44660780396	42762.50850921422	148517.3866117216	27952.320146520145	114698.48073935868	96848.66058745177	48858.93432167832	90142.27832720942	73596.60886902339	37254.60379611003	29445.25742818946	26094.03979197995	88441.9135778927	97772.15781064033	128047.14639120425	89482.30845860022	193594.25785339365	110326.98527224734	111775.3836030636	131572.54096186167	75859.313639106	77887.8065134865	109459.72382362734	106385.37464819856	63351.73133525143	39909.837249025484	75140.77785515826	91643.51398785425	97213.59864468864	3910.0094147812974	31756.622556390976	85476.72036199094	19935.100989572657	153837.13081087125	95649.95938424321	157672.4729237491	111669.01963962508	107776.04728121207	61384.27929305988	137772.42766566767	35547.78495022625	62900.99111592034	102054.39694871203	47165.280940042416	60223.14293432302	164951.6093088411	93509.57039218242	112558.51415420906	86387.67519760941	82528.57953196854	77533.56784887187	79232.32987554447	43884.505366493155	106309.86892917607	148002.81977726135	41211.918499434105	70263.75121381508	82740.13186813187	62129.49696408854	43749.551671293615	57303.589034690805	57051.613054355345	69164.33179123663	57262.25857522302	75817.0310754787
KDO-NAGLIPASYN-PWY	4040.363981311582	61.3984708249497	50.70422535211267	18.25352112676056	1.7340845070422535	406.73805490636653	9.126760563380282	7222.876565637295	66.92957746478874	203.41500378228451	2.022112676056338	227.6723784678728	18.111549295774648	689.2621389719391	1642.4228349122868	98.5001408450704	5.9425352112676055	204.99718309859153	14052.13748353088	20.888158424229587	4.629638885947262	13.12179603939426	0.0	0.872112676056338	0.0	0.0	959.0744733972335	0.0	49.33943878102374	0.0	0.0	0.0	0.29	0.0	1.4501408450704225	2.836691729323308	1.4501408450704225	0.29	2.6969720110947013	0.0	0.5780281690140845	0.872112676056338	0.0	0.6712781954887218	0.0	32.2741139484557	0.0	0.0	0.0	0.0	2.1460563380281688	5.360422535211268	0.0	1.592112676056338	57.759841504268586	0.0	0.0	25709.049204821065	0.0	12310.061360160966	37.43321402096791	0.0	36.34196177466567	0.43	151.86807679838623	0.0	0.0	14.674809160305346	42.25163646842694	600.5534238680164	835.9097813479341	6400.558467316266	48.3629769788471	100.71167677487729	9.976418511066399	44.99806779294694	113.1317603832715	890.7989302458986	111.5374585810732	268.02087532869854	4729.600123437543	284.57796039394253	5375.113527480673	69.96169014084506	0.0	6250.063944641556	9.278873239436619	0.0	73.82766038687367	85.80892619141963	1463.8094200497098	33.900845070422534
KETOGLUCONMET-PWY	3983.7945454545456	60.52	50.0	18.0	1.71	401.1909090909091	9.0	6981.35	66.0	200.61909090909091	2.0	219.65636363636364	17.86	679.7890909090909	1623.0545454545454	97.13999999999999	5.86	202.15	13863.142727272729	20.37	4.43	18.88	0.0	0.86	0.0	0.0	884.42	0.0	58.67090909090909	0.0	0.0	0.0	0.29	0.0	12.03	2.62	549.44	0.29	2.660909090909091	0.0	6.57	0.86	0.0	0.62	0.0	31.0	0.0	0.0	0.0	0.0	2.14	5.29	0.0	1.57	56.96818181818182	0.0	9096.6	25357.538181818178	2.0	11908.73	36.33	0.0	33.46	0.43	149.79727272727274	0.0	0.0	0.25	331.29090909090905	592.4027272727272	824.5809090909091	6312.4627272727275	47.27090909090909	95.63363636363636	8.57	44.38545454545454	111.60272727272728	878.62	109.82	264.38545454545454	4665.386363636364	262.93	4965.3381818181815	68.99000000000001	0.0	41997.25636363636	9.15	0.0	72.82818181818182	84.6290909090909	1443.901818181818	33.43
LACTOSECAT-PWY	20553.657894736843	35748.069090909084	312.21818181818185	35684.76666666667	30173.65323763955	58229.958277511956	62574.24258373206	6255.565902992776	140856.74204146728	89281.83859649123	20435.47649122807	12954.253741305134	773.1066666666667	24414.666666666664	48033.37825311943	20453.12376395534	22960.491228070172	33290.0	66.66666666666666	25059.75147869674	40151.42095693779	41420.44848484848	37644.012759170655	55001.75087719298	65078.86564593301	83754.04800637958	19498.91913875598	35440.41783094099	97.33333333333333	182875.19298245612	4694.606060606061	1166.8	86224.89384370016	60458.59141945774	51572.61473684211	41091.879298245614	26969.07157894737	3688.053588516747	57402.217799043065	43477.2995215311	67015.21033492823	137040.4385964912	102055.62385964912	238834.66666666663	162361.92688995216	115564.96736842106	89705.01441786284	10082.09183413078	40299.99999999999	69220.98277511963	138041.78158363825	35574.0058692185	29893.676172248805	48600.0329618163	81726.8507814992	105434.80972886762	15365.766587860026	2.6666666666666665	44221.868548644336	3347.6862745098038	77054.32816586921	105489.3701754386	159219.95059011164	103790.07872408292	133518.82296650717	41046.368771929825	109699.32632704756	55406.98165869219	440.29473684210524	85766.5754385965	49596.88638709072	37415.86666666667	119137.20000000001	39625.48883572568	69699.45020733653	74069.98405103669	32517.113237639554	66654.70210526316	17792.335338345863	34202.85690590111	75691.18258373206	14220.775757575757	24892.755023923444	61347.12125634943	75626.06714513557	722.5362424242423	105304.12121212122	32028.362124401912	8281.102105263159	58660.429696969695	37538.98555023923	33541.34066985646
MET-SAM-PWY	4035.4992307692305	6728.549230769231	17634.658	356.0	342.21	1072.537037037037	2407.0	7925.116695156695	6714.879259259259	507.71000000000004	2.0	943.8056923076923	20.61	5413.02	4754.066	1309.14	5872.415555555555	238.43800000000002	13838.87	24.62923076923077	2967.083846153846	24747.87076923077	360.0	1106.8600000000001	241.0	396.41703703703706	1836.353076923077	889.0	25926.33	1030.5	7.0	6167.4537037037035	470.4011111111111	2427.0	1653.93	10417.379230769231	436.77	5432.54	2913.3199999999997	4476.5	2875.07	584.9159259259259	161.5	2.667692307692308	647.9533333333334	1995.8461538461538	10295.0	3813.1224786324788	3036.5	1421.75	1743.121851851852	1893.29	2394.6111111111113	362.57	581.53	185.5	590.0	25138.85	2090.5	12773.735384615384	2982.36698005698	3290.194814814815	1022.1788888888889	1139.967037037037	1020.542	689.0	753.0	12326.787037037036	32122.489999999998	5020.7344	1216.3128592592593	18802.48296524217	13241.335954415954	626.9167977207977	12.508	2211.16	1669.6	1599.180319088319	1124.7907692307692	4087.2096	4809.730296296297	45092.29538461538	5813.889999999999	2046.49	268.0	39595.50282051282	5319.48	4543.25	27673.447692307695	436.6840740740741	1705.9414814814813	2675.43
METH-ACETATE-PWY	0.0	0.0	6.3999999999999995	0.0	0.0	0.0	6.628571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.42857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8857142857142852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5999999999999999	2.057142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.9142857142857143	0.0	0.0	0.0	0.45714285714285713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.742857142857142	0.0	0.0	0.0	0.0	0.0
METHYLGALLATE-DEGRADATION-PWY	0.38	0.38	0.0	0.0	0.0	0.0	0.0	629.99	0.0	0.0	0.0	72.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	2.0	0.88	0.0	0.0	0.0	0.0	883.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1464.13	6.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.24	6.38	32.0	0.0	0.0	0.0	1.62	3.0	0.0	0.0	261.5	4953.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2857142857142856	0.0	0.0
NADSYN-PWY	22.4	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1308.3481904761904	0.0	0.0	0.0	0.0	171.73333333333332	0.0	0.0	0.0	113.6	0.0	0.0	0.0	2.1333333333333333	0.0	0.0	1.0666666666666667	0.0	0.0	0.0	402.962	0.0	0.0	0.0	174.47619047619048	0.0	0.0	0.0	299.69904761904763	2.933333333333333	0.0	164.69866666666667	0.0	24.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14779.165714285713	0.0	0.0	13.514666666666667	671.8186666666668	0.0	1.4186666666666667	0.0	0.0	0.0	5.866666666666666	0.0	4480.034285714286	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
